finding_id,page_url,js_source,line,endpoint_expression,http_method,execution_side,page_access,api_auth_type,call_mechanism,confidence,summary
GMI-3B2B45DD,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tax-bulletins-trust-23.js,101,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=2,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=2; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-3B8D6A9F,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tax-bulletins-trust-25.js,26,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=2&count=20,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=2&count=20; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-09504C2F,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tax-bulletins-trust-25.js,101,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=2,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=2; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-41693741,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tax-bulletins-trust.js,26,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=2&count=20,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=2&count=20; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-877809B1,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tax-bulletins-trust.js,101,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=2,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=2; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-92950DF8,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-asia-23.js,39,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=25,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=25; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-619B54C3,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-asia-23.js,49,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=25,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=25; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-39CA7EE7,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-asia-23.js,117,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-36CA7A2E,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-asia-23.js,154,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-A1F892D0,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-asia.js,39,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=25,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=25; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-7BC1FF5B,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-asia.js,49,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=25,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=25; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-4BD3D1BF,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-asia.js,117,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-48D3CD06,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-asia.js,154,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-65392593,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-australia-23.js,39,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=15,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=15; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-747F3808,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-australia-23.js,49,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=15,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=15; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-DE6E8CB7,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-australia-23.js,117,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-DB6E87FE,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-australia-23.js,154,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-1CF4316B,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-australia.js,39,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=15,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=15; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-60CD7260,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-australia.js,49,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=15,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=15; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-D2A8EBEF,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-australia.js,117,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-CFA8E736,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-australia.js,154,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-ABCDB63E,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-domestic-23.js,39,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=25,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=25; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-1E063ACD,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-domestic-23.js,49,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=25,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=25; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-5FEB6175,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-domestic-23.js,117,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-58EB5670,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-domestic-23.js,154,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-21BF999A,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-domestic.js,39,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=25,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=25; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-777D3911,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-domestic.js,49,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=25,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=25; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-BF7F1B51,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-domestic.js,117,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-C07F1CE4,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-domestic.js,154,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-C6313F4C,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-europe-23.js,39,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=25,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=25; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-6217A49F,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-europe-23.js,49,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=25,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=25; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-FAC5667B,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-europe-23.js,117,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-FFC56E5A,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-europe-23.js,154,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-0016E0B4,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-europe.js,39,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=25,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=25; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-001DD1C7,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-europe.js,49,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=25,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=25; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-21B9E2A3,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-europe.js,117,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-26B9EA82,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-europe.js,154,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-BAAED6F0,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-global-23.js,42,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=40,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=40; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-6C0FAC23,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-global-23.js,52,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=40,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=40; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-54A39F88,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-global-23.js,120,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-5BA3AA8D,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-global-23.js,157,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-60960326,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-global-24.js,41,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=5,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=5; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-EB8D406B,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-global-24.js,52,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=5,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=5; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-56C06815,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-global-24.js,121,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-4FC05D10,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-global-24.js,158,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-8369A6FB,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-global.js,39,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=25,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13&count=25; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-17E604F0,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-global.js,49,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=25,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14&count=25; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-86122026,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-global.js,117,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=13; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-891224DF,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tcs-global.js,154,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=14; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-43423A82,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/thomasmurray-newsflash-24.js,27,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1&count=20,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1&count=20; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-4DE3839C,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/thomasmurray-newsflash-24.js,95,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-88B38ED4,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/thomasmurray-newsflash-view-24.js,146,https://apps.rbcits.com/GMIService/api/ThomasMurrayBulletins/getUrlParameter('id'),GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/ThomasMurrayBulletins/getUrlParameter('id'); no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-A0BA9E34,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/updates-23.js,24,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=3&count=10,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=3&count=10; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-8525347F,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/updates-23.js,92,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=3,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=3; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-80CA1066,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/updates.js,24,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=3&count=10,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=3&count=10; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-13445495,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/updates.js,92,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=3,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=3; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
